Year,,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Gamma (4 iterations),Weighted,121.3637137,120.5754022,120.7591457,118.0882639,112.0303307,116.5088506,117.0688709,118.4220402,118.0788409,113.9507953,111.3972227,118.5865872,116.9989215,116.295398,119.2153181,116.8995316,115.090755,114.8922258,115.994137,118.6333241,125.8904455,126.9112109,129.01522,129.7207896,132.8139343,127.8856587,127.8106006,127.5058992,131.3014381,131.3555815
